OBJECTID,CITY,CITYCODE,MUNITYPE,DISTRICT,MUNICIPAL,MUNICODE,ACC_INDEX,SUMACCIDEN,INJTOTAL,DEAD,SEVER_INJ,SLIGH_INJ,INJ0_19,INJ20_64,INJ65_,PEDESTRINJ,TOTDRIVERS,VEHICLE,BICYCLE,MOTORCYCLE,PRIVATE,TRUCK
759,ספסופה,609,מועצה אזורית,צפון,מרום הגליל,5502,3.106704084,21,46,0,1,45,14,29,1,0,39,39,1,0,29,0
760,עין אל אסד,546,מועצה אזורית,צפון,מרום הגליל,5502,4.997150562,13,25,0,0,25,4,20,1,0,16,16,0,0,14,0
761,עלמה,688,מועצה אזורית,צפון,מרום הגליל,5502,0.670727354,13,15,0,1,14,4,11,0,2,19,19,0,0,17,0
762,עמוקה,1212,מועצה אזורית,צפון,מרום הגליל,5502,11.63380891,8,9,0,1,8,0,9,0,0,13,13,0,2,8,0
763,פרוד,599,מועצה אזורית,צפון,מרום הגליל,5502,5.596519861,88,219,0,9,210,44,169,5,0,178,178,0,4,135,12
764,ריחאניה,540,מועצה אזורית,צפון,מרום הגליל,5502,2.908679112,18,34,0,1,33,8,23,3,0,27,27,1,2,20,0
765,שזור,527,מועצה אזורית,צפון,מרום הגליל,5502,84.67656809,91,230,1,1,228,63,159,8,1,199,199,0,2,153,9
766,שטח כללי - מרום הגליל,5502,מועצה אזורית,צפון,מרום הגליל,5502,2.574799509,66,134,0,4,130,19,106,9,1,116,116,0,4,86,5
767,שפר,846,מועצה אזורית,צפון,מרום הגליל,5502,11.60913534,30,65,4,9,52,10,53,2,0,41,41,0,3,35,1
768,אשבול,71,מועצה אזורית,דרום,מרחבים,5542,0.933967821,6,8,0,2,6,0,8,0,0,10,10,0,0,7,3
769,בטחה,762,מועצה אזורית,דרום,מרחבים,5542,1.135773566,3,3,0,0,3,0,2,1,0,8,8,0,0,6,0
770,גילת,736,מועצה אזורית,דרום,מרחבים,5542,3.185555784,13,20,0,0,20,5,13,2,2,22,22,0,0,13,2
771,מבועים,1080,מועצה אזורית,דרום,מרחבים,5542,14.22418162,7,8,0,0,8,0,7,1,1,10,10,0,0,7,0
772,מסלול,748,מועצה אזורית,דרום,מרחבים,5542,0.733266074,4,4,0,0,4,0,3,0,0,6,6,1,0,3,0
773,ניר עקיבא,2048,מועצה אזורית,דרום,מרחבים,5542,0.772935636,3,8,0,0,8,4,3,1,0,5,5,0,0,3,0
774,פדויים,750,מועצה אזורית,דרום,מרחבים,5542,0.871804508,3,5,0,2,3,1,4,0,0,5,5,0,1,2,0
775,פטיש,749,מועצה אזורית,דרום,מרחבים,5542,0.344917782,2,4,0,0,4,0,3,0,1,2,2,0,0,1,0
776,"פעמי תש""ז",2059,מועצה אזורית,דרום,מרחבים,5542,1.494819599,9,15,1,4,10,1,14,0,0,17,17,0,0,12,1
777,קלחים,414,מועצה אזורית,דרום,מרחבים,5542,3.342674123,15,28,1,1,26,6,18,4,1,30,30,0,0,20,2
778,רנן,789,מועצה אזורית,דרום,מרחבים,5542,0.841177514,4,8,0,0,8,0,8,0,1,7,7,0,0,3,1
779,שדה צבי,2049,מועצה אזורית,דרום,מרחבים,5542,0.77668243,4,6,0,1,5,1,5,0,0,8,8,0,0,5,0
780,שטח כללי - מרחבים,5542,מועצה אזורית,דרום,מרחבים,5542,0.283388757,122,257,6,10,241,45,194,17,2,232,232,0,2,165,20
781,"תלמי ביל""ו",2050,מועצה אזורית,דרום,מרחבים,5542,4.138530752,18,41,1,1,39,8,31,2,1,39,39,1,0,31,3
782,תפרח,709,מועצה אזורית,דרום,מרחבים,5542,2.890422796,14,15,0,0,15,3,12,0,2,19,19,0,0,9,0
783,אבטליון,1275,מועצה אזורית,צפון,משגב,5556,8.881241053,7,14,0,0,14,2,12,0,0,11,11,0,0,8,0
784,אשבל,1276,מועצה אזורית,צפון,משגב,5556,3.389857732,2,3,0,0,3,0,3,0,1,2,2,0,0,1,0
785,אשחר,1188,מועצה אזורית,צפון,משגב,5556,3.522212699,5,10,0,0,10,3,7,0,0,7,7,0,0,5,0
786,גילון,1204,מועצה אזורית,צפון,משגב,5556,7.44175962,9,14,0,1,13,1,11,2,1,14,14,0,1,9,1
787,דמיידה,1317,מועצה אזורית,צפון,משגב,5556,10.67595818,22,54,0,0,54,19,35,0,0,36,36,0,0,24,1
788,הררית,1203,מועצה אזורית,צפון,משגב,5556,36.21306851,28,61,0,0,61,14,43,3,1,44,44,0,0,28,0
789,חוסניה,1332,מועצה אזורית,צפון,משגב,5556,100.5387766,49,112,0,0,112,23,88,1,2,78,78,3,1,54,3
790,חלוץ,1272,מועצה אזורית,צפון,משגב,5556,5.023902887,4,5,0,0,5,1,4,0,1,4,4,0,0,4,0
791,חרשים,1209,מועצה אזורית,צפון,משגב,5556,10.91202001,3,4,0,0,4,0,4,0,0,4,4,0,0,3,0
792,טל אל,1181,מועצה אזורית,צפון,משגב,5556,3.476002135,12,12,0,0,12,2,8,1,1,18,18,1,2,12,1
793,יובלים,1226,מועצה אזורית,צפון,משגב,5556,55.01561022,94,193,0,1,192,30,157,5,0,170,170,0,2,115,2
794,יודפת,1112,מועצה אזורית,צפון,משגב,5556,10.15635412,110,224,0,0,224,34,183,6,0,185,185,0,1,108,3
795,יעד,1138,מועצה אזורית,צפון,משגב,5556,21.00567989,38,91,0,1,90,10,80,1,0,56,56,0,0,37,0
796,כישור,1153,מועצה אזורית,צפון,משגב,5556,2.24753258,3,6,0,0,6,0,6,0,0,6,6,0,0,6,0
797,כמאנה,1331,מועצה אזורית,צפון,משגב,5556,7.69305187,8,15,0,1,14,5,10,0,1,10,10,1,0,8,0
798,כמון,1201,מועצה אזורית,צפון,משגב,5556,3.879890734,4,4,0,1,3,0,4,0,1,4,4,0,0,4,0
799,לבון,1207,מועצה אזורית,צפון,משגב,5556,17.94334006,20,46,0,1,45,4,42,0,0,36,36,1,0,26,2
800,לוטם,1171,מועצה אזורית,צפון,משגב,5556,13.58540024,27,54,0,0,54,12,41,1,3,46,46,0,0,26,0
801,מורן,1163,מועצה אזורית,צפון,משגב,5556,3.072124911,5,10,0,1,9,2,8,0,0,10,10,0,1,6,0
802,מורשת,1178,מועצה אזורית,צפון,משגב,5556,33.97734408,50,94,0,0,94,13,79,2,0,90,90,0,1,64,2
803,מכמנים,1202,מועצה אזורית,צפון,משגב,5556,1.706561757,2,3,0,0,3,0,2,1,1,2,2,0,0,2,0
804,מנוף,1174,מועצה אזורית,צפון,משגב,5556,6.29357284,5,8,0,0,8,1,5,2,0,9,9,0,0,6,0
805,מצפה אביב,1222,מועצה אזורית,צפון,משגב,5556,7.682802314,11,22,0,0,22,6,15,0,1,19,19,0,1,13,0
806,סלמה,1245,מועצה אזורית,צפון,משגב,5556,55.9395823,139,317,0,2,315,70,237,8,9,238,238,1,2,160,3
807,צביה,1180,מועצה אזורית,צפון,משגב,5556,18.43445945,20,40,0,0,40,2,38,0,0,38,38,0,0,22,0
808,צורית,1221,מועצה אזורית,צפון,משגב,5556,2.484722149,3,3,0,0,3,0,3,0,0,5,5,0,0,5,0
809,קורנית,1179,מועצה אזורית,צפון,משגב,5556,7.105715082,4,7,0,0,7,0,7,0,0,9,9,0,1,8,0
810,ראס אל עין,1334,מועצה אזורית,צפון,משגב,5556,31.39899345,7,14,0,0,14,4,10,0,0,9,9,0,0,7,0
811,רקפת,1228,מועצה אזורית,צפון,משגב,5556,69.15260595,39,77,0,0,77,17,58,2,0,75,75,0,0,62,2
812,שגב,917,מועצה אזורית,צפון,משגב,5556,43.69468976,41,73,0,0,73,14,55,2,0,82,82,0,1,47,3
813,שורשים,1235,מועצה אזורית,צפון,משגב,5556,32.62135877,36,75,0,0,75,11,62,1,0,57,57,0,2,42,1
814,שטח כללי - משגב,5556,מועצה אזורית,צפון,משגב,5556,7.135446765,799,1949,10,46,1893,390,1455,101,9,1529,1529,5,29,1200,44
815,שכניה,1160,מועצה אזורית,צפון,משגב,5556,3.002960773,2,6,0,0,6,3,3,0,0,3,3,0,0,3,0
816,תובל,1172,מועצה אזורית,צפון,משגב,5556,5.794578235,4,11,1,0,10,6,5,0,0,6,6,1,0,4,0
817,משהד,520,מועצה מקומית,צפון,משהד,520,24.56685289,177,348,1,10,337,104,219,14,22,329,329,2,3,255,10
818,נאות חובב,1770,מועצה מקומית תעשייתית,דרום,נאות חובב,1770,0.145642538,10,16,0,0,16,4,11,1,0,16,16,0,1,9,0
819,נהריה,9100,עירייה,צפון,נהריה,9100,142.2585739,1960,2778,6,63,2709,510,1962,278,292,3665,3665,241,204,2586,86
820,אבו קורינאת,1342,מועצה אזורית,דרום,נווה מדבר,5568,1.070187662,9,14,1,4,9,6,8,0,4,11,11,0,1,4,1
821,אבו תלול,1375,מועצה אזורית,דרום,נווה מדבר,5568,0.434732593,5,8,1,4,3,7,1,0,4,7,7,0,0,5,0
822,ביר הדאג',1348,מועצה אזורית,דרום,נווה מדבר,5568,1.227450767,8,12,2,1,9,4,8,0,0,13,13,1,0,6,0
823,קצר א-סר,1347,מועצה אזורית,דרום,נווה מדבר,5568,0.829323718,4,10,2,1,7,3,6,1,0,9,9,0,0,7,1
824,נוף הגליל,1061,עירייה,צפון,נוף הגליל,1061,59.80755119,1966,3015,3,38,2974,542,2160,290,208,3488,3488,11,67,2645,70
825,בית חלקיה,2033,מועצה אזורית,מרכז,נחל שורק,5531,4.361166768,10,14,0,1,13,2,11,0,2,15,15,1,3,8,0
826,בני ראם,588,מועצה אזורית,מרכז,נחל שורק,5531,17.02360464,59,94,0,0,94,13,74,5,1,121,121,1,4,100,5
827,גני טל,1371,מועצה אזורית,מרכז,נחל שורק,5531,3.426209865,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0
828,חפץ חיים,363,מועצה אזורית,מרכז,נחל שורק,5531,10.99078569,20,24,0,0,24,2,18,4,2,34,34,0,1,21,6
829,יד בנימין,577,מועצה אזורית,מרכז,נחל שורק,5531,29.22141969,20,25,0,0,25,7,18,0,4,33,33,4,0,23,1
830,יסודות,440,מועצה אזורית,מרכז,נחל שורק,5531,2.210137367,7,9,0,0,9,1,8,0,1,11,11,0,0,4,1
831,נצר חזני,1372,מועצה אזורית,מרכז,נחל שורק,5531,13.53839383,4,5,0,0,5,0,3,2,0,8,8,0,0,6,0
832,שטח כללי - נחל שורק,5531,מועצה אזורית,מרכז,נחל שורק,5531,14.0439077,229,390,0,20,370,44,314,26,3,461,461,2,6,312,46
833,נחף,522,מועצה מקומית,צפון,נחף,522,74.17029256,450,931,1,12,918,187,704,31,39,847,847,3,12,688,12
834,נס ציונה,7200,עירייה,מרכז,נס ציונה,7200,69.91923304,1096,1465,7,28,1430,184,1067,192,142,2032,2032,53,152,1535,50
835,נצרת,7300,עירייה,צפון,נצרת,7300,196.3014392,2782,4452,9,39,4404,952,3229,236,325,5070,5070,20,122,3858,148
836,נשר,2500,עירייה,חיפה,נשר,2500,61.18408579,792,1162,1,25,1136,145,919,92,60,1455,1455,6,63,1138,40
837,נתיבות,246,עירייה,דרום,נתיבות,246,47.27293062,722,956,0,24,932,230,626,83,139,1230,1230,59,21,805,30
838,נתניה,7400,עירייה,מרכז,נתניה,7400,164.179038,5705,7398,28,170,7200,1041,5294,900,1091,10401,10401,438,782,7135,245
839,סאג'ור,525,מועצה מקומית,צפון,סאגור,525,12.05022139,43,66,0,1,65,5,55,5,3,69,69,0,0,51,1
840,סביון,587,מועצה מקומית,מרכז,סביון,587,34.67822918,129,167,1,5,161,25,119,15,17,226,226,7,33,150,7
841,סח'נין,7500,עירייה,צפון,סחנין,7500,167.4058155,1930,4147,1,24,4122,1067,2994,70,194,3605,3605,14,29,2609,62
842,עומר,666,מועצה מקומית,דרום,עומר,666,11.79995201,215,337,3,14,320,57,250,22,9,415,415,3,6,303,21
843,עוספייא,534,מועצה מקומית,חיפה,עוספייא,534,51.10985945,367,632,1,26,605,115,473,39,32,669,669,6,20,537,16
844,עילבון,530,מועצה מקומית,צפון,עילבון,530,41.61773652,204,436,2,8,426,80,336,20,5,348,348,2,3,266,6
845,עילוט,511,מועצה מקומית,צפון,עילוט,511,51.69640631,161,256,1,9,246,59,188,8,25,263,263,2,4,197,14
846,עין מאהל,532,מועצה מקומית,צפון,עין מאהל,532,18.03734186,94,135,0,5,130,42,91,2,41,144,144,1,0,105,6
847,עין קיניה,4502,מועצה מקומית,צפון,עין קיניה,4502,2.401616896,13,28,0,1,27,11,17,0,0,17,17,1,0,15,0
848,עכו,7600,עירייה,צפון,עכו,7600,140.9563551,2466,3834,8,59,3767,681,2870,260,330,4652,4652,219,160,3400,138
849,אלומות,330,מועצה אזורית,צפון,עמק הירדן,5506,1.488002196,4,4,0,0,4,0,3,0,0,6,6,0,0,3,0
850,אלמגור,1125,מועצה אזורית,צפון,עמק הירדן,5506,0.346595154,1,4,0,0,4,1,3,0,0,2,2,0,0,2,0
851,אפיקים,176,מועצה אזורית,צפון,עמק הירדן,5506,13.63376341,18,37,0,4,33,10,22,4,0,31,31,1,0,22,1
852,אשדות יעקב (מאוחד),188,מועצה אזורית,צפון,עמק הירדן,5506,1.221498814,6,11,1,0,10,3,8,0,0,12,12,0,0,9,0
853,אשדות יעקב(איחוד),199,מועצה אזורית,צפון,עמק הירדן,5506,3.929576698,17,30,0,4,26,7,20,3,1,30,30,0,3,18,3
854,בית זרע,143,מועצה אזורית,צפון,עמק הירדן,5506,1.713134576,4,7,0,0,7,0,7,0,0,9,9,0,0,8,0
855,גינוסר,262,מועצה אזורית,צפון,עמק הירדן,5506,1.268338414,14,27,0,0,27,5,22,0,1,24,24,0,0,18,2
856,דגניה א',62,מועצה אזורית,צפון,עמק הירדן,5506,13.66590167,17,26,0,0,26,4,19,2,1,33,33,1,0,27,3
857,דגניה ב',79,מועצה אזורית,צפון,עמק הירדן,5506,23.93181166,61,105,0,2,103,25,75,5,2,125,125,2,5,87,8
858,האון,702,מועצה אזורית,צפון,עמק הירדן,5506,1.141961553,10,17,0,2,15,5,12,0,1,15,15,0,1,10,1
859,חוקוק,374,מועצה אזורית,צפון,עמק הירדן,5506,0.699461937,5,7,0,0,7,0,6,0,0,6,6,0,0,5,0
860,כנרת מושבה,63,מועצה אזורית,צפון,עמק הירדן,5506,8.422523997,59,114,0,0,114,28,77,6,6,100,100,0,3,76,4
861,כפר עבודה,1104,מועצה אזורית,צפון,עמק הירדן,5506,93.18255269,37,72,0,0,72,14,55,3,4,74,74,0,2,49,1
862,מסדה,263,מועצה אזורית,צפון,עמק הירדן,5506,0.563569985,2,3,0,0,3,0,2,0,0,4,4,0,0,3,0
863,מעגן,678,מועצה אזורית,צפון,עמק הירדן,5506,4.98805234,19,44,0,1,43,12,29,3,0,39,39,0,2,30,2
864,נווה עובד,1105,מועצה אזורית,צפון,עמק הירדן,5506,28.75484508,26,42,0,0,42,7,32,3,2,47,47,0,1,41,2
865,עין גב,273,מועצה אזורית,צפון,עמק הירדן,5506,3.302841588,44,111,2,9,100,34,68,8,2,80,80,0,7,57,2
866,פוריה עילית,1313,מועצה אזורית,צפון,עמק הירדן,5506,35.41782213,27,52,0,1,51,5,44,3,1,51,51,0,1,42,1
867,קבוצת כנרת,57,מועצה אזורית,צפון,עמק הירדן,5506,5.719128287,20,39,0,1,38,6,31,1,2,34,34,0,2,24,3
868,רביד,1225,מועצה אזורית,צפון,עמק הירדן,5506,2.61507859,12,21,1,1,19,2,19,0,1,20,20,0,1,13,2
869,שטח כללי - עמק הירדן,5506,מועצה אזורית,צפון,עמק הירדן,5506,0.851943891,71,150,0,5,145,25,107,6,0,126,126,0,2,100,5
870,שער הגולן,264,מועצה אזורית,צפון,עמק הירדן,5506,1.852017079,14,31,0,0,31,7,21,2,0,22,22,2,0,15,1
871,תל קציר,719,מועצה אזורית,צפון,עמק הירדן,5506,0.772699863,6,12,0,0,12,2,10,0,0,10,10,0,1,8,0
872,בית יוסף,265,מועצה אזורית,צפון,עמק המעיינות,5507,3.297662049,10,21,0,0,21,4,15,2,0,19,19,0,1,16,1
873,גשר,305,מועצה אזורית,צפון,עמק המעיינות,5507,7.730606595,7,10,0,1,9,0,8,1,0,12,12,0,0,7,0
874,חמדיה,343,מועצה אזורית,צפון,עמק המעיינות,5507,5.460889428,4,6,0,0,6,0,6,0,0,6,6,0,0,5,1
875,טירת צבי,268,מועצה אזורית,צפון,עמק המעיינות,5507,0.992278935,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0
876,ירדנה,2026,מועצה אזורית,צפון,עמק המעיינות,5507,2.406864673,3,3,0,0,3,0,3,0,0,5,5,1,0,3,1
877,כפר רופין,295,מועצה אזורית,צפון,עמק המעיינות,5507,2.599105946,3,3,0,0,3,0,3,0,0,6,6,0,0,6,0
878,מירב,1282,מועצה אזורית,צפון,עמק המעיינות,5507,1.024535928,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0
879,מנחמיה,48,מועצה אזורית,צפון,עמק המעיינות,5507,3.614271333,7,8,0,0,8,4,4,0,0,9,9,0,1,4,1
880,מסילות,298,מועצה אזורית,צפון,עמק המעיינות,5507,0.987982703,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0
881,מעוז חיים,272,מועצה אזורית,צפון,עמק המעיינות,5507,5.347050577,4,6,0,0,6,2,2,1,0,6,6,1,0,1,1
882,מעלה גלבוע,1127,מועצה אזורית,צפון,עמק המעיינות,5507,14.14269774,15,24,0,1,23,0,22,2,0,21,21,0,2,12,1
883,נווה אור,590,מועצה אזורית,צפון,עמק המעיינות,5507,4.332354115,3,5,0,0,5,0,3,2,0,3,3,0,0,3,0
884,נווה איתן,296,מועצה אזורית,צפון,עמק המעיינות,5507,5.707811023,4,5,0,0,5,1,4,0,0,6,6,2,0,3,0
885,ניר דוד,256,מועצה אזורית,צפון,עמק המעיינות,5507,20.02354085,19,25,0,0,25,4,21,0,3,27,27,1,0,19,0
886,עין הנציב,383,מועצה אזורית,צפון,עמק המעיינות,5507,9.568891756,9,10,0,1,9,3,7,0,0,14,14,0,0,9,0
887,רוויה,2016,מועצה אזורית,צפון,עמק המעיינות,5507,3.278595631,4,5,0,1,4,3,2,0,0,5,5,0,1,1,1
888,רחוב,854,מועצה אזורית,צפון,עמק המעיינות,5507,3.314172636,4,4,0,0,4,1,1,1,1,6,6,0,1,3,0
889,רשפים,437,מועצה אזורית,צפון,עמק המעיינות,5507,4.473636482,6,7,0,1,6,1,6,0,1,8,8,1,1,4,1
890,שדה אליהו,304,מועצה אזורית,צפון,עמק המעיינות,5507,5.858516664,7,7,0,1,6,0,7,0,2,11,11,0,0,8,1
891,שדה נחום,259,מועצה אזורית,צפון,עמק המעיינות,5507,16.07385806,12,15,0,2,13,4,11,0,1,21,21,0,0,18,0
892,שדה תרומות,2057,מועצה אזורית,צפון,עמק המעיינות,5507,5.043211039,7,9,0,0,9,0,8,1,1,12,12,0,0,9,0
893,שטח כללי - עמק המעיינות,5507,מועצה אזורית,צפון,עמק המעיינות,5507,0.671101221,150,356,2,16,338,93,234,24,1,267,267,3,16,198,18
894,שלוחות,439,מועצה אזורית,צפון,עמק המעיינות,5507,9.022113136,8,15,0,0,15,4,11,0,1,12,12,0,0,9,0
895,תל תאומים,1283,מועצה אזורית,צפון,עמק המעיינות,5507,1.520749721,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0
896,אביחיל,175,מועצה אזורית,מרכז,עמק חפר,5516,2.370271941,8,8,0,0,8,0,7,1,1,13,13,0,1,10,1
897,אומץ,680,מועצה אזורית,מרכז,עמק חפר,5516,2.435054257,8,9,0,0,9,0,9,0,0,13,13,1,0,8,3
898,אחיטוב,850,מועצה אזורית,מרכז,עמק חפר,5516,3.715909736,12,12,0,1,11,0,10,0,1,17,17,1,3,7,2
899,אלישיב,204,מועצה אזורית,מרכז,עמק חפר,5516,6.063733172,9,13,0,1,12,2,8,3,0,16,16,0,1,14,0
900,בארותיים,697,מועצה אזורית,מרכז,עמק חפר,5516,3.105770915,11,24,0,0,24,6,16,2,1,20,20,0,1,16,1
901,בורגתא,698,מועצה אזורית,מרכז,עמק חפר,5516,0.908951719,3,3,0,0,3,0,2,1,0,4,4,0,0,3,0
902,בחן,2043,מועצה אזורית,מרכז,עמק חפר,5516,11.62689144,43,70,2,1,67,11,55,4,2,82,82,0,6,57,4
903,בית הלוי,373,מועצה אזורית,מרכז,עמק חפר,5516,1.421658644,4,4,0,0,4,1,3,0,0,8,8,0,1,4,1
904,בית חירות,877,מועצה אזורית,מרכז,עמק חפר,5516,9.63624752,22,34,0,1,33,8,26,0,0,38,38,0,1,31,2
905,בית ינאי,200,מועצה אזורית,מרכז,עמק חפר,5516,12.73529082,20,29,0,0,29,6,20,3,1,41,41,1,2,29,4
906,בית יצחק- שער חפר,326,מועצה אזורית,מרכז,עמק חפר,5516,6.901047735,36,48,0,2,46,8,36,2,0,69,69,4,6,53,0
907,ביתן אהרון,252,מועצה אזורית,מרכז,עמק חפר,5516,14.47523081,12,16,1,3,12,3,11,2,0,23,23,0,2,19,0
908,בת חן,1361,מועצה אזורית,מרכז,עמק חפר,5516,19.19813435,4,4,0,0,4,0,3,1,0,6,6,0,0,5,0
909,בת חפר,1319,מועצה אזורית,מרכז,עמק חפר,5516,30.93048772,30,46,0,1,45,12,32,1,3,54,54,2,6,37,0
910,גאולי תימן,872,מועצה אזורית,מרכז,עמק חפר,5516,11.99004326,9,11,0,0,11,0,10,1,1,18,18,2,0,14,0
911,גבעת חיים איחוד,2018,מועצה אזורית,מרכז,עמק חפר,5516,1.863562128,8,9,0,0,9,1,8,0,1,12,12,0,2,6,1
912,גבעת חיים מאוחד,173,מועצה אזורית,מרכז,עמק חפר,5516,0.461897051,2,2,0,0,2,0,1,1,1,3,3,0,0,1,1
913,גבעת שפירא,1077,מועצה אזורית,מרכז,עמק חפר,5516,4.108650278,4,5,0,0,5,0,4,1,0,6,6,0,2,3,0
914,גן יאשיה,734,מועצה אזורית,מרכז,עמק חפר,5516,2.169039683,7,7,0,0,7,1,5,1,1,11,11,1,3,6,0
915,הדר עם,191,מועצה אזורית,מרכז,עמק חפר,5516,1.835988761,4,5,0,1,4,0,5,0,0,9,9,0,2,6,0
916,המעפיל,377,מועצה אזורית,מרכז,עמק חפר,5516,1.640397071,6,8,0,0,8,1,6,1,0,9,9,0,0,6,0
917,העוגן,423,מועצה אזורית,מרכז,עמק חפר,5516,1.754513361,5,6,0,0,6,0,6,0,0,9,9,1,1,5,1
918,חבצלת השרון,235,מועצה אזורית,מרכז,עמק חפר,5516,46.82040308,54,84,0,1,83,4,69,11,5,117,117,1,4,90,4
919,חוגלה,205,מועצה אזורית,מרכז,עמק חפר,5516,1.041426606,2,2,0,0,2,0,2,0,0,3,3,0,0,2,0
920,חופית,115,מועצה אזורית,מרכז,עמק חפר,5516,18.91586551,7,11,0,0,11,1,6,3,2,13,13,0,0,13,0
921,חיבת ציון,219,מועצה אזורית,מרכז,עמק חפר,5516,0.900858152,2,2,0,0,2,0,2,0,0,4,4,0,0,4,0
922,חניאל,807,מועצה אזורית,מרכז,עמק חפר,5516,3.411220002,9,11,0,1,10,0,8,3,0,17,17,1,1,11,0
923,חרב לאת,422,מועצה אזורית,מרכז,עמק חפר,5516,7.946790597,14,20,0,0,20,3,17,0,0,29,29,0,1,25,0
924,יד חנה,758,מועצה אזורית,מרכז,עמק חפר,5516,3.900365359,8,11,0,0,11,3,7,1,0,21,21,0,3,15,1
925,ידידיה,233,מועצה אזורית,מרכז,עמק חפר,5516,28.52353164,72,117,1,3,113,18,92,7,4,149,149,0,3,120,8
926,כפר הרואה,217,מועצה אזורית,מרכז,עמק חפר,5516,5.853597332,14,19,0,0,19,0,17,2,0,30,30,0,0,19,1
927,כפר ויתקין,190,מועצה אזורית,מרכז,עמק חפר,5516,15.335847,101,145,0,4,141,11,128,4,5,208,208,2,10,158,6
928,כפר חיים,193,מועצה אזורית,מרכז,עמק חפר,5516,4.591611695,12,18,0,0,18,5,12,1,0,21,21,0,1,19,0
929,כפר מונש,387,מועצה אזורית,מרכז,עמק חפר,5516,1.141820082,3,3,0,0,3,0,2,1,1,3,3,0,1,0,1
930,מכמורת,382,מועצה אזורית,מרכז,עמק חפר,5516,8.43762443,10,16,1,1,14,4,9,3,0,18,18,0,1,13,0
931,מעברות,197,מועצה אזורית,מרכז,עמק חפר,5516,95.10950374,282,395,1,1,393,43,293,56,10,553,553,7,13,423,14
932,משמר השרון,194,מועצה אזורית,מרכז,עמק חפר,5516,25.57713537,81,114,1,2,111,10,90,14,0,171,171,3,5,133,4
933,עולש,737,מועצה אזורית,מרכז,עמק חפר,5516,1.542652286,6,8,1,1,6,2,5,1,0,10,10,0,0,7,0
934,עין החורש,167,מועצה אזורית,מרכז,עמק חפר,5516,2.044068512,7,8,0,1,7,1,7,0,0,10,10,0,2,6,0
935,שושנת העמקים,224,מועצה אזורית,מרכז,עמק חפר,5516,12.44587431,3,6,0,0,6,1,5,0,0,5,5,0,1,4,0
936,שטח כללי - עמק חפר,5516,מועצה אזורית,מרכז,עמק חפר,5516,35.07591163,986,1634,15,47,1572,176,1320,128,13,2050,2050,6,80,1572,95
937,(סוואד (תמירה,942,מועצה אזורית,צפון,עמק יזרעאל,5509,9.221053459,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0
938,אחוזת ברק,1330,מועצה אזורית,צפון,עמק יזרעאל,5509,20.98704934,10,11,0,0,11,2,8,1,0,16,16,0,1,12,0
939,אלון הגליל,1182,מועצה אזורית,צפון,עמק יזרעאל,5509,20.5378387,6,8,1,0,7,0,8,0,0,12,12,1,0,9,0
940,אלוני אבא,429,מועצה אזורית,צפון,עמק יזרעאל,5509,2.2973292,14,17,1,1,15,0,17,0,0,24,24,0,0,16,4
941,אלונים,285,מועצה אזורית,צפון,עמק יזרעאל,5509,22.78386044,179,309,3,16,290,52,236,19,4,339,339,2,7,269,13
942,בית לחם הגלילית,430,מועצה אזורית,צפון,עמק יזרעאל,5509,3.434367561,21,38,0,0,38,6,31,1,2,36,36,1,1,22,2
943,בית שערים,248,מועצה אזורית,צפון,עמק יזרעאל,5509,15.33142166,63,98,0,0,98,12,83,3,0,119,119,1,4,95,2
944,בלפוריה,94,מועצה אזורית,צפון,עמק יזרעאל,5509,7.748712056,55,122,2,2,118,27,83,12,0,112,112,0,2,92,5
945,גבעת אלה,1288,מועצה אזורית,צפון,עמק יזרעאל,5509,5.826263319,6,9,0,0,9,3,5,1,0,10,10,0,1,7,0
946,גבת,133,מועצה אזורית,צפון,עמק יזרעאל,5509,3.381053145,10,12,0,1,11,0,11,1,0,21,21,0,1,17,1
947,גזית,457,מועצה אזורית,צפון,עמק יזרעאל,5509,1.562592991,16,25,0,0,25,1,23,1,0,25,25,0,0,18,1
948,גיניגר,92,מועצה אזורית,צפון,עמק יזרעאל,5509,12.37799382,72,121,0,0,121,13,100,8,1,155,155,0,2,123,5
949,דברת,407,מועצה אזורית,צפון,עמק יזרעאל,5509,3.343327087,57,88,1,4,83,5,78,5,0,125,125,1,4,93,3
950,הושעיה,1186,מועצה אזורית,צפון,עמק יזרעאל,5509,18.6656862,14,22,0,0,22,0,18,3,0,26,26,0,1,19,0
951,היוגב,684,מועצה אזורית,צפון,עמק יזרעאל,5509,0.501864234,8,8,0,0,8,0,7,1,0,12,12,0,3,4,1
952,הסוללים,677,מועצה אזורית,צפון,עמק יזרעאל,5509,23.67476,259,472,1,12,459,60,394,17,5,508,508,0,4,389,28
953,הרדוף,1249,מועצה אזורית,צפון,עמק יזרעאל,5509,12.07083182,7,10,0,0,10,2,8,0,0,10,10,0,0,9,0
954,חנתון,1257,מועצה אזורית,צפון,עמק יזרעאל,5509,18.98903331,15,21,0,0,21,5,16,0,0,30,30,0,0,22,2
