OBJECTID,CITY,CITYCODE,MUNITYPE,DISTRICT,MUNICIPAL,MUNICODE,ACC_INDEX,SUMACCIDEN,INJTOTAL,DEAD,SEVER_INJ,SLIGH_INJ,INJ0_19,INJ20_64,INJ65_,PEDESTRINJ,TOTDRIVERS,VEHICLE,BICYCLE,MOTORCYCLE,PRIVATE,TRUCK
381,שילת,1165,מועצה אזורית,מרכז,חבל מודיעין,5525,40.49335231,42,58,0,1,57,8,43,2,6,77,77,1,4,57,4
382,חדרה,6500,עירייה,חיפה,חדרה,6500,63.40277068,3568,5090,10,128,4952,789,3659,537,454,6510,6510,241,328,4623,192
383,חולון,6600,עירייה,תל אביב,חולון,6600,343.9875108,6550,8081,19,178,7884,953,5862,1057,842,11776,11776,354,1591,7569,304
384,באר גנים,1376,מועצה אזורית,דרום,חוף אשקלון,5536,14.61339826,18,25,0,1,24,5,20,0,0,28,28,0,2,19,0
385,בית שקמה,747,מועצה אזורית,דרום,חוף אשקלון,5536,7.383229736,36,57,0,1,56,11,41,2,4,56,56,2,2,35,5
386,ברכיה,746,מועצה אזורית,דרום,חוף אשקלון,5536,17.53781958,62,124,2,4,118,31,88,5,5,128,128,2,2,93,5
387,בת הדר,1323,מועצה אזורית,דרום,חוף אשקלון,5536,45.01727533,12,14,0,0,14,2,10,2,3,20,20,0,0,17,1
388,גברעם,342,מועצה אזורית,דרום,חוף אשקלון,5536,1.071767344,9,15,0,2,13,0,10,1,0,11,11,1,1,7,0
389,גיאה,706,מועצה אזורית,דרום,חוף אשקלון,5536,1.545880434,6,6,0,0,6,2,4,0,1,10,10,0,0,7,0
390,הודיה,726,מועצה אזורית,דרום,חוף אשקלון,5536,27.89228511,95,147,0,3,144,13,118,12,2,199,199,0,4,141,19
391,זיקים,584,מועצה אזורית,דרום,חוף אשקלון,5536,7.244671391,14,18,0,0,18,0,18,0,2,20,20,0,1,12,1
392,חלץ,820,מועצה אזורית,דרום,חוף אשקלון,5536,1.915002282,7,7,0,0,7,2,5,0,1,9,9,0,0,6,0
393,יד מרדכי,358,מועצה אזורית,דרום,חוף אשקלון,5536,16.12417348,93,141,1,6,134,17,111,11,2,181,181,0,6,145,7
394,כוכב מיכאל,824,מועצה אזורית,דרום,חוף אשקלון,5536,0.34351873,2,2,0,0,2,0,2,0,0,2,2,0,0,1,1
395,כרמיה,768,מועצה אזורית,דרום,חוף אשקלון,5536,2.444164749,9,17,0,1,16,7,10,0,3,13,13,0,1,11,0
396,מבקיעים,573,מועצה אזורית,דרום,חוף אשקלון,5536,35.28563728,131,219,1,1,217,31,163,22,3,277,277,1,3,222,17
397,משען,791,מועצה אזורית,דרום,חוף אשקלון,5536,3.120487399,12,19,0,1,18,3,15,0,0,20,20,0,0,18,1
398,ניצן,351,מועצה אזורית,דרום,חוף אשקלון,5536,20.89191028,21,25,0,0,25,3,19,3,0,40,40,0,2,32,1
399,ניצן א' אתר זמני,1419,מועצה אזורית,דרום,חוף אשקלון,5536,8.595171522,4,4,0,0,4,1,3,0,0,7,7,0,0,6,0
400,ניצנים,359,מועצה אזורית,דרום,חוף אשקלון,5536,42.28396259,255,431,2,5,424,49,350,29,1,546,546,0,11,433,26
401,ניר ישראל,699,מועצה אזורית,דרום,חוף אשקלון,5536,1.459149084,5,5,0,0,5,0,5,0,0,10,10,0,1,7,0
402,נתיב העשרה,1242,מועצה אזורית,דרום,חוף אשקלון,5536,4.744040029,28,34,0,2,32,3,23,4,1,50,50,1,3,30,2
403,שטח כללי - חוף אשקלון,5536,מועצה אזורית,דרום,חוף אשקלון,5536,3.034961956,318,563,7,21,535,79,434,41,1,613,613,1,20,485,27
404,תלמי יפה,744,מועצה אזורית,דרום,חוף אשקלון,5536,0.397903467,2,2,0,0,2,0,2,0,1,4,4,0,0,3,1
405,בית אורן,317,מועצה אזורית,חיפה,חוף הכרמל,5515,4.332048194,58,97,1,3,93,11,82,4,0,95,95,0,8,72,2
406,בית חנניה,800,מועצה אזורית,חיפה,חוף הכרמל,5515,16.25200403,60,126,1,8,117,27,93,6,3,117,117,5,4,87,1
407,בת שלמה,33,מועצה אזורית,חיפה,חוף הכרמל,5515,5.313607745,74,105,1,3,101,10,88,5,2,122,122,1,18,75,7
408,גבע כרמל,683,מועצה אזורית,חיפה,חוף הכרמל,5515,0.785061371,5,8,0,1,7,0,4,4,1,9,9,1,0,5,1
409,דור,738,מועצה אזורית,חיפה,חוף הכרמל,5515,5.136306488,14,21,0,3,18,3,14,4,1,24,24,0,4,18,1
410,הבונים,675,מועצה אזורית,חיפה,חוף הכרמל,5515,3.832780733,20,39,0,9,30,8,26,5,0,38,38,0,1,25,7
411,החותרים,434,מועצה אזורית,חיפה,חוף הכרמל,5515,5.378055069,23,56,2,4,50,9,39,8,8,52,52,0,2,43,2
412,כפר גלים,427,מועצה אזורית,חיפה,חוף הכרמל,5515,8.036907532,5,9,0,0,9,4,5,0,1,9,9,0,0,8,0
413,"כרם מהר""ל",580,מועצה אזורית,חיפה,חוף הכרמל,5515,0.56445971,19,28,0,3,25,0,23,5,0,28,28,2,6,13,0
414,מאיר שפיה,102,מועצה אזורית,חיפה,חוף הכרמל,5515,0.577889356,2,2,0,0,2,0,2,0,0,3,3,0,0,2,1
415,מגדים,689,מועצה אזורית,חיפה,חוף הכרמל,5515,7.536460993,23,37,5,7,25,0,30,7,2,41,41,1,1,31,2
416,מעגן מיכאל,694,מועצה אזורית,חיפה,חוף הכרמל,5515,4.417344344,29,44,0,1,43,3,38,3,0,58,58,1,5,43,4
417,מעין צבי,290,מועצה אזורית,חיפה,חוף הכרמל,5515,6.235323763,55,97,0,2,95,12,77,6,1,106,106,1,2,90,5
418,נווה ים,312,מועצה אזורית,חיפה,חוף הכרמל,5515,4.44403175,19,26,0,1,25,1,22,1,3,29,29,0,1,23,1
419,נחשולים,433,מועצה אזורית,חיפה,חוף הכרמל,5515,5.9648306,30,40,0,1,39,4,31,4,1,47,47,3,5,30,1
420,ניר עציון,769,מועצה אזורית,חיפה,חוף הכרמל,5515,2.009745329,44,86,0,4,82,20,61,3,0,79,79,0,8,56,1
421,עופר,810,מועצה אזורית,חיפה,חוף הכרמל,5515,1.186683482,9,11,0,0,11,0,10,1,1,11,11,0,1,6,0
422,עין איילה,687,מועצה אזורית,חיפה,חוף הכרמל,5515,2.7725229,10,16,0,1,15,2,12,1,0,15,15,1,0,12,1
423,עין הוד,74,מועצה אזורית,חיפה,חוף הכרמל,5515,5.917521585,4,8,0,0,8,3,4,1,0,6,6,0,0,4,0
424,עין חוד,1320,מועצה אזורית,חיפה,חוף הכרמל,5515,25.01443725,2,8,0,0,8,2,6,0,0,3,3,0,0,2,0
425,עין כרמל,426,מועצה אזורית,חיפה,חוף הכרמל,5515,4.327770429,26,39,0,2,37,2,29,8,0,47,47,0,1,37,4
426,עתלית,53,מועצה אזורית,חיפה,חוף הכרמל,5515,19.3029294,186,295,0,8,287,41,220,31,13,335,335,3,10,257,16
427,צרופה,612,מועצה אזורית,חיפה,חוף הכרמל,5515,7.323871689,27,45,1,1,43,8,30,4,2,50,50,3,0,37,1
428,קיסריה,1167,מועצה אזורית,חיפה,חוף הכרמל,5515,27.82614608,142,177,1,1,175,28,125,19,8,267,267,13,13,208,7
429,שדות ים,327,מועצה אזורית,חיפה,חוף הכרמל,5515,3.052317502,9,12,0,2,10,0,11,1,1,15,15,0,1,14,0
430,שטח כללי - חוף הכרמל,5515,מועצה אזורית,חיפה,חוף הכרמל,5515,2.846972651,53,82,2,3,77,3,77,2,6,87,87,2,2,66,6
431,אודים,446,מועצה אזורית,מרכז,חוף השרון,5519,4.558109355,13,15,0,0,15,2,13,0,1,25,25,0,0,17,2
432,ארסוף,1324,מועצה אזורית,מרכז,חוף השרון,5519,12.0719319,2,2,0,0,2,0,2,0,0,4,4,0,0,2,0
433,בית יהושע,288,מועצה אזורית,מרכז,חוף השרון,5519,10.59234471,26,29,0,1,28,2,23,4,4,45,45,0,3,37,0
434,בני ציון,418,מועצה אזורית,מרכז,חוף השרון,5519,13.6651898,42,55,2,1,52,9,38,7,3,77,77,5,7,47,0
435,בצרה,389,מועצה אזורית,מרכז,חוף השרון,5519,19.14507956,49,67,2,1,64,7,57,2,1,98,98,3,12,65,3
436,גליל ים,346,מועצה אזורית,תל אביב,חוף השרון,5519,8.125707405,12,14,0,2,12,0,12,1,3,20,20,0,4,13,1
437,געש,842,מועצה אזורית,מרכז,חוף השרון,5519,349.3075156,28,49,0,2,47,8,39,2,1,55,55,0,3,39,2
438,געש,842,מועצה אזורית,מרכז,חוף השרון,5519,8.814027653,28,49,0,2,47,8,39,2,1,55,55,0,3,39,2
439,חרוצים,1024,מועצה אזורית,מרכז,חוף השרון,5519,13.98438675,3,4,0,0,4,0,3,1,0,7,7,0,1,4,0
440,יקום,417,מועצה אזורית,מרכז,חוף השרון,5519,9.036502664,31,50,0,1,49,5,43,1,1,69,69,0,1,53,0
441,כפר נטר,316,מועצה אזורית,מרכז,חוף השרון,5519,17.37005117,40,46,1,0,45,4,38,3,5,73,73,4,11,51,1
442,רשפון,247,מועצה אזורית,מרכז,חוף השרון,5519,11.00236721,33,48,0,0,48,6,37,5,2,62,62,0,4,47,1
443,שטח כללי - חוף השרון,5519,מועצה אזורית, ,חוף השרון,5519,33.19967966,606,866,4,27,835,76,726,61,6,1263,1263,4,83,964,41
444,שפיים,232,מועצה אזורית,מרכז,חוף השרון,5519,18.20963392,73,78,1,3,74,2,71,5,6,140,140,0,13,108,2
445,תל יצחק,287,מועצה אזורית,מרכז,חוף השרון,5519,3.699283177,11,14,0,0,14,3,8,3,2,20,20,0,1,18,0
446,חורה,1303,מועצה מקומית,דרום,חורה,1303,9.384326327,82,137,4,8,125,39,90,6,22,139,139,5,2,77,10
447,חורפיש,496,מועצה מקומית,צפון,חורפיש,496,28.63062232,144,233,1,1,231,63,159,7,19,220,220,2,8,174,5
448,חיפה,4000,עירייה,חיפה,חיפה,4000,164.4457721,11993,16540,35,395,16110,1974,12486,1918,1590,22030,22030,252,945,16439,689
449,חצור הגלילית,2034,מועצה מקומית,צפון,חצור הגלילית,2034,40.13325121,219,306,0,3,303,37,238,27,31,391,391,6,13,294,10
450,חריש,1247,מועצה מקומית,חיפה,חריש,1247,16.50147468,116,193,0,3,190,34,147,7,8,214,214,5,3,155,11
451,טבריה,6700,עירייה,צפון,טבריה,6700,114.3522068,1852,2679,7,49,2623,509,1874,261,268,3156,3156,28,196,2176,90
452,טובא - זנגרייה,962,מועצה מקומית,צפון,טובא - זנגרייה,962,12.70035869,46,69,0,7,62,23,40,4,7,69,69,3,1,43,3
453,טורעאן,498,מועצה מקומית,צפון,טורעאן,498,15.19223989,181,327,0,5,322,69,242,13,20,321,321,4,1,249,10
454,טייבה,2730,עירייה,מרכז,טייבה,2730,65.57681887,1240,1953,11,42,1900,475,1366,76,175,2211,2211,36,47,1475,73
455,טירה,2720,עירייה,מרכז,טירה,2720,52.81940588,626,895,3,23,869,177,667,35,93,1117,1117,30,23,791,30
456,טירת כרמל,2100,עירייה,חיפה,טירת כרמל,2100,92.68374479,622,898,1,13,884,130,666,95,81,1132,1132,14,40,837,38
457,טמרה,8900,עירייה,צפון,טמרה,8900,30.63474326,912,1754,11,40,1703,401,1278,63,97,1656,1656,13,29,1287,55
458,יאנוח - ג'ת,1295,מועצה מקומית,צפון,יאנוח - גת,1295,9.516947652,129,199,0,6,193,46,142,9,10,200,200,4,6,156,4
459,יבנאל,46,מועצה מקומית,צפון,יבנאל,46,2.435057158,76,121,0,5,116,23,83,14,11,134,134,1,6,95,5
460,יבנה,2660,עירייה,מרכז,יבנה,2660,67.51584489,1105,1442,2,14,1426,247,1072,89,163,2027,2027,74,128,1488,64
461,יהוד-מונוסון,9400,עירייה,מרכז,יהוד-מונוסון,9400,104.8835611,601,745,4,25,716,104,521,89,67,1082,1082,28,119,739,30
462,בית גוברין,619,מועצה אזורית,דרום,יואב,5535,2.117276193,51,86,0,2,84,8,75,2,2,91,91,0,10,51,4
463,בית ניר,16,מועצה אזורית,דרום,יואב,5535,0.260519668,4,6,0,0,6,0,6,0,0,7,7,1,0,5,0
464,גלאון,393,מועצה אזורית,דרום,יואב,5535,1.311216122,28,66,3,4,59,9,53,4,0,64,64,0,2,42,14
465,גת,340,מועצה אזורית,דרום,יואב,5535,1.377211163,11,15,0,1,14,3,11,1,0,19,19,1,0,12,0
466,ורדון,1133,מועצה אזורית,דרום,יואב,5535,15.57990469,2,3,0,0,3,1,2,0,0,4,4,1,0,3,0
467,"כפר הרי""ף",888,מועצה אזורית,דרום,יואב,5535,2.001518306,6,6,0,0,6,0,4,1,0,11,11,0,1,8,0
468,כפר מנחם,274,מועצה אזורית,דרום,יואב,5535,2.653238704,19,39,1,5,33,9,28,1,1,30,30,0,3,13,5
469,נגבה,315,מועצה אזורית,דרום,יואב,5535,1.728965815,13,16,0,1,15,0,14,2,2,19,19,0,0,11,2
470,נחלה,2045,מועצה אזורית,דרום,יואב,5535,1.28903967,7,8,0,0,8,2,5,1,1,10,10,1,1,7,0
471,סגולה,2046,מועצה אזורית,דרום,יואב,5535,3.107986359,13,19,0,0,19,1,18,0,0,20,20,1,0,16,0
472,קדמה,392,מועצה אזורית,דרום,יואב,5535,0.911240694,7,13,0,0,13,0,10,3,1,13,13,0,1,7,0
473,רבדים,564,מועצה אזורית,דרום,יואב,5535,5.805609964,41,80,2,2,76,11,64,4,1,84,84,2,2,61,6
474,שדה יואב,293,מועצה אזורית,דרום,יואב,5535,17.64365345,105,195,2,7,186,23,155,13,1,207,207,0,4,151,12
475,שטח כללי - יואב,5535,מועצה אזורית,דרום,יואב,5535,2.815429223,227,395,9,27,359,57,307,24,2,450,450,3,12,336,29
476,יסוד המעלה,29,מועצה מקומית,צפון,יסוד המעלה,29,1.882073223,22,41,0,2,39,10,29,2,3,35,35,1,1,17,1
477,יפיע,499,מועצה מקומית,צפון,יפיע,499,103.6764398,423,744,1,21,722,180,538,23,56,758,758,6,11,608,17
478,יקנעם עילית,240,עירייה,צפון,יקנעם עילית,240,89.27534193,742,1189,1,28,1160,151,954,79,43,1473,1473,5,33,1104,83
479,ירוחם,831,מועצה מקומית,דרום,ירוחם,831,1.382290742,81,122,0,4,118,23,78,18,18,124,124,8,3,82,1
480,ירושלים,3000,עירייה,ירושלים,ירושלים,3000,151.3318848,18998,24924,67,890,23967,4070,16768,2247,4416,32256,32256,930,2647,20143,846
481,ירכא,502,מועצה מקומית,צפון,ירכא,502,41.14061772,643,1177,0,15,1162,266,858,46,72,1155,1155,8,20,912,18
482,כאבול,504,מועצה מקומית,צפון,כאבול,504,37.65120018,274,535,1,9,525,159,356,16,31,445,445,7,6,342,7
483,כאוכב אבו אל היג'א,505,מועצה מקומית,צפון,כאוכב אבו אל היגא,505,46.86136004,128,251,0,1,250,53,192,5,5,248,248,1,2,179,5
484,כוכב יאיר,1224,מועצה מקומית,מרכז,כוכב יאיר,1224,22.64814307,69,82,0,1,81,10,61,6,7,124,124,3,7,93,4
485,כסייפה,1059,מועצה מקומית,דרום,כסייפה,1059,2.957204163,40,53,1,4,48,15,37,1,13,52,52,2,0,29,0
486,כסרא - סמיע,1296,מועצה מקומית,צפון,כסרא - סמיע,1296,11.86772701,168,312,1,13,298,73,227,11,23,244,244,2,0,197,7
487,כעביה - טבאש - חג'אג'רה,978,מועצה מקומית,צפון,כעביה - טבאש - חגאגרה,978,31.54883063,49,75,0,2,73,18,55,2,4,73,73,3,0,52,1
488,כפר ברא,633,מועצה מקומית,מרכז,כפר ברא,633,25.43201281,58,74,1,2,71,20,45,7,13,93,93,2,0,63,6
489,כפר ורדים,1263,מועצה מקומית,צפון,כפר ורדים,1263,19.35869968,94,141,0,4,137,23,107,8,12,160,160,1,1,126,2
490,כפר יאסיף,507,מועצה מקומית,צפון,כפר יאסיף,507,219.5010786,584,1141,1,13,1127,260,821,57,55,1124,1124,14,43,882,22
491,כפר יונה,168,עירייה,מרכז,כפר יונה,168,32.40496777,373,494,2,10,482,102,338,45,30,726,726,26,52,499,17
492,כפר כמא,508,מועצה מקומית,צפון,כפר כמא,508,4.078416873,36,59,0,5,54,13,38,8,1,57,57,0,4,48,2
493,כפר כנא,509,מועצה מקומית,צפון,כפר כנא,509,65.82721803,662,1145,1,21,1123,276,821,43,102,1184,1184,11,24,888,44
494,כפר מנדא,510,מועצה מקומית,צפון,כפר מנדא,510,36.53950274,403,766,2,17,747,236,502,23,81,703,703,8,10,500,19
495,כפר סבא,6900,עירייה,מרכז,כפר סבא,6900,169.2711073,2452,3144,9,79,3056,441,2252,387,371,4485,4485,170,334,3190,120
496,כפר קאסם,634,עירייה,מרכז,כפר קאסם,634,75.70024629,704,949,4,18,927,209,685,33,121,1198,1198,30,42,818,60
497,כפר קרע,654,מועצה מקומית,חיפה,כפר קרע,654,63.25517953,494,743,1,15,727,172,541,24,47,883,883,16,30,617,26
498,כפר שמריהו,267,מועצה מקומית,תל אביב,כפר שמריהו,267,75.87654198,207,277,0,8,269,24,216,32,7,407,407,4,25,304,9
499,כפר תבור,47,מועצה מקומית,צפון,כפר תבור,47,15.65793867,194,334,4,14,316,49,262,22,3,378,378,0,7,282,23
500,כרמיאל,1139,עירייה,צפון,כרמיאל,1139,88.29437907,1945,3244,5,44,3195,560,2358,271,227,3659,3659,28,91,2804,103
501,בני-דרור,386,מועצה אזורית,מרכז,לב השרון,5518,27.63709509,85,128,1,4,123,15,96,16,2,174,174,1,11,139,5
502,גאולים,379,מועצה אזורית,מרכז,לב השרון,5518,6.953406615,18,22,0,0,22,6,15,1,1,33,33,1,3,23,0
503,גנות הדר,549,מועצה אזורית,מרכז,לב השרון,5518,28.23810244,14,16,3,0,13,0,12,4,1,26,26,0,2,19,1
504,חרות,162,מועצה אזורית,מרכז,לב השרון,5518,1.207063214,5,7,0,2,5,2,5,0,0,10,10,0,1,5,0
505,ינוב,753,מועצה אזורית,מרכז,לב השרון,5518,14.0725702,22,28,0,0,28,6,19,3,0,38,38,1,2,30,2
506,כפר-הס,187,מועצה אזורית,מרכז,לב השרון,5518,2.611886328,10,11,0,0,11,2,8,1,0,16,16,1,2,8,1
507,כפר-יעבץ,170,מועצה אזורית,מרכז,לב השרון,5518,2.190913052,3,3,0,0,3,1,2,0,0,3,3,0,1,2,0
508,משמרת,425,מועצה אזורית,מרכז,לב השרון,5518,0.839338938,2,2,0,0,2,0,2,0,0,3,3,0,1,2,0
509,נצני עוז,851,מועצה אזורית,מרכז,לב השרון,5518,40.07646101,117,189,0,1,188,22,160,4,3,231,231,0,2,149,26
510,נרדיה,447,מועצה אזורית,מרכז,לב השרון,5518,18.10288942,40,63,1,1,61,6,51,5,2,83,83,0,2,66,2
511,עזריאל,837,מועצה אזורית,מרכז,לב השרון,5518,1.392328549,3,4,0,1,3,1,3,0,0,5,5,0,1,3,0
512,עין-ורד,157,מועצה אזורית,מרכז,לב השרון,5518,2.785212157,12,20,0,1,19,9,11,0,0,22,22,1,2,13,1
513,עין-שריד,880,מועצה אזורית,מרכז,לב השרון,5518,17.67213189,7,8,0,1,7,2,5,1,0,10,10,1,1,6,1
514,פורת,767,מועצה אזורית,מרכז,לב השרון,5518,3.096707797,10,14,0,2,12,5,8,1,0,16,16,0,3,10,0
515,צור-משה,276,מועצה אזורית,מרכז,לב השרון,5518,7.536824812,22,31,0,1,30,5,24,2,1,45,45,1,1,35,1
516,שטח כללי - לב השרון,5518,מועצה אזורית,מרכז,לב השרון,5518,12.51338091,139,222,1,14,207,17,191,11,1,297,297,1,12,225,18
517,שער אפרים,661,מועצה אזורית,מרכז,לב השרון,5518,19.0887391,60,98,0,2,96,12,81,5,8,109,109,1,2,76,2
518,תנובות,2002,מועצה אזורית,מרכז,לב השרון,5518,9.958447435,30,36,0,0,36,6,27,2,4,53,53,0,4,37,2
519,להבים,1271,מועצה מקומית,דרום,להבים,1271,6.545749846,73,110,0,4,106,15,89,5,3,134,134,2,6,95,10
520,לוד,7000,עירייה,מרכז,לוד,7000,209.1499408,2528,3308,11,74,3223,606,2313,236,490,4431,4431,185,194,2992,113
521,אחוזם,821,מועצה אזורית,דרום,לכיש,5550,2.224112073,9,12,0,1,11,0,12,0,1,11,11,0,0,7,1
522,אליאב,1365,מועצה אזורית,דרום,לכיש,5550,2.967309372,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0
523,אמציה,23,מועצה אזורית,דרום,לכיש,5550,0.387148767,12,18,1,2,15,3,14,0,0,15,15,0,1,11,0
524,בני דקלים,1368,מועצה אזורית,דרום,לכיש,5550,0.745051443,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0
525,זוהר,44,מועצה אזורית,דרום,לכיש,5550,1.931361103,10,11,0,0,11,1,9,1,0,14,14,0,1,9,1
526,יד נתן,775,מועצה אזורית,דרום,לכיש,5550,0.51674849,2,4,0,0,4,1,3,0,0,4,4,0,0,2,2
527,כרמי קטיף,1374,מועצה אזורית,דרום,לכיש,5550,1.824752348,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0
528,לכיש,24,מועצה אזורית,דרום,לכיש,5550,3.049912839,137,267,5,13,249,38,210,13,3,254,254,0,7,169,26
529,מנוחה,2030,מועצה אזורית,דרום,לכיש,5550,1.821144005,8,9,0,0,9,0,8,1,0,13,13,0,0,8,2
530,נגה,55,מועצה אזורית,דרום,לכיש,5550,2.812680229,15,21,0,1,20,1,17,2,1,25,25,0,0,19,0
531,נהורה,309,מועצה אזורית,דרום,לכיש,5550,32.32555523,23,30,0,0,30,3,23,2,2,35,35,0,2,26,1
532,נטע,1369,מועצה אזורית,דרום,לכיש,5550,0.738400977,1,3,0,0,3,1,2,0,0,1,1,0,0,0,0
533,ניר חן,11,מועצה אזורית,דרום,לכיש,5550,1.20901383,7,9,1,0,8,3,6,0,1,12,12,1,0,10,0
534,עוצם,32,מועצה אזורית,דרום,לכיש,5550,5.104728596,27,38,0,2,36,7,26,5,3,48,48,0,0,40,1
535,שדה דוד,36,מועצה אזורית,דרום,לכיש,5550,1.897677161,7,10,0,0,10,3,6,1,1,12,12,0,1,8,1
536,שדה משה,18,מועצה אזורית,דרום,לכיש,5550,8.108522535,61,124,0,3,121,31,88,4,1,105,105,0,1,75,7
537,שחר,7,מועצה אזורית,דרום,לכיש,5550,0.826350387,5,5,0,0,5,1,3,1,3,7,7,0,0,5,0
538,שטח כללי - לכיש,5550,מועצה אזורית,דרום,לכיש,5550,0.457629861,111,211,2,10,199,26,168,10,2,207,207,3,7,130,12
539,שקף,1233,מועצה אזורית,דרום,לכיש,5550,0.649178944,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1
540,תלמים,814,מועצה אזורית,דרום,לכיש,5550,2.862374208,10,11,0,0,11,2,8,0,4,14,14,0,0,9,1
541,ללא שיפוט - אזור בין חוסן לכפר ורדים,9907,ללא שיפוט,צפון,ללא שיפוט - אזור בין חוסן לכפר ורדים,9907,6.00880539,4,7,0,0,7,0,7,0,0,9,9,0,1,7,0
542,ללא שיפוט - אזור בקעת בית נטופה,9924,ללא שיפוט,צפון,ללא שיפוט - אזור בקעת בית נטופה,9924,0.271125287,7,24,0,0,24,7,17,0,1,13,13,0,0,11,0
543,ללא שיפוט - אזור הסייג,9971,ללא שיפוט,דרום,ללא שיפוט - אזור הסייג,9971,0.655175715,380,805,24,57,724,141,631,29,20,667,667,1,13,437,47
544,ללא שיפוט - אזור הר הכרמל,9936,ללא שיפוט,חיפה,ללא שיפוט - אזור הר הכרמל,9936,2.612641118,210,379,3,20,356,44,310,23,2,415,415,0,9,309,41
545,ללא שיפוט - אזור הר מירון,9903,ללא שיפוט,צפון,ללא שיפוט - אזור הר מירון,9903,0.954552615,54,134,2,10,122,32,87,15,1,84,84,0,3,76,0
546,ללא שיפוט - אזור הר תבור,9930,ללא שיפוט,צפון,ללא שיפוט - אזור הר תבור,9930,0.285333236,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0
547,ללא שיפוט - אזור יער מנשה,9944,ללא שיפוט,חיפה,ללא שיפוט - אזור יער מנשה,9944,47.63439551,358,728,4,18,706,146,547,31,9,734,734,4,17,543,36
548,ללא שיפוט - אזור כביש 6535,9955,ללא שיפוט,חיפה,ללא שיפוט - אזור כביש 6535,9955,25.59724459,8,18,0,0,18,4,14,0,0,13,13,0,1,8,0
549,ללא שיפוט - אזור כפר כנא,9928,ללא שיפוט,צפון,ללא שיפוט - אזור כפר כנא,9928,6.298755041,32,59,0,2,57,6,48,5,0,61,61,0,1,47,4
550,ללא שיפוט - אזור מאגר צלמון,9923,ללא שיפוט,צפון,ללא שיפוט - אזור מאגר צלמון,9923,5.526543402,6,18,0,0,18,4,14,0,0,11,11,0,0,8,0
551,ללא שיפוט - אזור מאגרי מנשה,9945,ללא שיפוט,חיפה,ללא שיפוט - אזור מאגרי מנשה,9945,15.81954374,193,316,2,13,301,43,252,16,7,385,385,6,9,292,19
552,ללא שיפוט - אזור מדרום לג'דיידה-מכר,9917,ללא שיפוט,צפון,ללא שיפוט - אזור מדרום לגדיידה-מכר,9917,37.42777349,95,267,0,0,267,47,214,6,0,216,216,0,3,173,7
553,ללא שיפוט - אזור מדרום למחלף חורשים,9962,ללא שיפוט,מרכז,ללא שיפוט - אזור מדרום למחלף חורשים,9962,21.12375705,12,27,0,1,26,7,20,0,0,28,28,0,0,19,4
554,ללא שיפוט - אזור מושב אומץ,9958,ללא שיפוט,מרכז,ללא שיפוט - אזור מושב אומץ,9958,7.768279154,18,29,0,1,28,7,21,1,1,34,34,0,0,24,3
555,ללא שיפוט - אזור מושיריפה,9942,ללא שיפוט,חיפה,ללא שיפוט - אזור מושיריפה,9942,139.9489751,41,83,0,2,81,17,61,4,0,78,78,0,1,60,5
556,ללא שיפוט - אזור מחלף גילעם,9935,ללא שיפוט,חיפה,ללא שיפוט - אזור מחלף גילעם,9935,31.1680415,11,18,0,2,16,1,12,5,0,19,19,0,0,17,0
557,ללא שיפוט - אזור מיתר,9972,ללא שיפוט,דרום,ללא שיפוט - אזור מיתר,9972,0.096111214,1,1,0,0,1,0,1,0,0,2,2,0,0,2,0
558,ללא שיפוט - אזור מעיליא,9901,ללא שיפוט,צפון,ללא שיפוט - אזור מעיליא,9901,1.783151479,20,39,0,3,36,8,29,1,1,28,28,0,2,20,0
559,ללא שיפוט - אזור מצפון לבסמת טבעון,9938,ללא שיפוט,חיפה,ללא שיפוט - אזור מצפון לבסמת טבעון,9938,145.696932,7,12,1,0,11,1,10,1,1,11,11,1,0,7,0
560,ללא שיפוט - אזור מקווה ישראל - פארק שרון,9970,ללא שיפוט,תל אביב,ללא שיפוט - אזור מקווה ישראל - פארק שרון,9970,87.0725836,685,940,1,24,915,87,773,66,7,1409,1409,12,154,984,51
561,"ללא שיפוט - אזור נתב""ג",9964,ללא שיפוט,מרכז,"ללא שיפוט - אזור נתב""ג",9964,21.64180555,348,460,1,6,453,34,374,40,38,641,641,4,20,420,18
562,ללא שיפוט - אזור עמק איילון,9967,ללא שיפוט,מרכז,ללא שיפוט - אזור עמק איילון,9967,1.084764394,8,38,6,1,31,8,27,1,0,19,19,0,0,16,1
563,ללא שיפוט - אזור צומת חנניה,9914,ללא שיפוט,צפון,ללא שיפוט - אזור צומת חנניה,9914,28.63169767,96,239,3,16,220,50,166,21,0,167,167,0,3,133,7
564,ללא שיפוט - אזור צפון כרמיאל,9918,ללא שיפוט,צפון,ללא שיפוט - אזור צפון כרמיאל,9918,1591.717065,47,110,0,0,110,27,79,4,1,95,95,0,1,80,3
565,ללא שיפוט - אזור רביד,9922,ללא שיפוט,צפון,ללא שיפוט - אזור רביד,9922,15.58822984,20,47,0,2,45,14,33,0,0,34,34,0,0,29,0
